,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
27,1.48302E+18,1.48302E+18,2022-01-17 15:31:09 Sri Lanka Standard Time,1/17/2022,15:31:09,530,183904448,adaderanasin,Ada Derana Sinhala,,ගමක් බිය කරන කොටි - CCTV  හැටන් කොටගල කොමර්ෂල් සහ සමගිපුරම් ගම්මානවලට රාත්‍රී කාලයේදී මෙන්ම දිවා කාලයේදීත්  පැමිණෙන කොටියන් සහ හදුන් දිවියන් නිසා ගම්වාසීන් බියෙන් පසුවෙයි. #adaderanasinhala #srilanka #news  වැඩි විස්තර -  https://t.co/5n3wOleZAL  https://t.co/dhWveVeHDb,si,[],['http://ow.ly/hcpf50HvNgS'],['https://pbs.twimg.com/media/FJS7rZwXEAAGtPt.jpg'],0,1,6,"['adaderanasinhala', 'srilanka', 'news']",[],https://twitter.com/adaderanasin/status/1483016532770926595,FALSE,,1,https://pbs.twimg.com/media/FJS7rZwXEAAGtPt.jpg,,,,,,,[],,,,
28,1.48295E+18,1.48295E+18,2022-01-17 10:54:42 Sri Lanka Standard Time,1/17/2022,10:54:42,530,8.30963E+17,sankhaonline,SaNKhA MuDhItHa 🇱🇰,,සමහර මාමලාගෙ සීයලාගෙ ඇතුලු සමස්ත බයියන්ගේ අමරණීය මතකවල  කොල කොටි නැත... සුදුවෑනුත් නැත.. 77 පමණක් ඇත..  #ලකේපංකාවේබයියන්,si,[],[],[],1,0,13,['ලකේපංකාවේබයියන්'],[],https://twitter.com/SankhaOnline/status/1482946961221517317,FALSE,,0,,,,,,,,[],,,,
29,1.48294E+18,1.48294E+18,2022-01-17 10:42:17 Sri Lanka Standard Time,1/17/2022,10:42:17,530,1229405089,liveat8,Live at 8,,කඳුකර කොටි සහ හඳුන් දිවියන් නිසා බියෙන් දිවි ගෙවන පිරිසක්  https://t.co/OJwUNY7um7,si,[],['https://liveat8.lk/%e0%b6%9a%e0%b6%b3%e0%b7%94%e0%b6%9a%e0%b6%bb-%e0%b6%9a%e0%b7%9c%e0%b6%a7%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b7%84%e0%b6%b3%e0%b7%94%e0%b6%b1%e0%b7%8a-%e0%b6%af%e0%b7%92%e0%b7%80%e0%b7%92%e0%b6%ba/'],[],0,0,1,[],[],https://twitter.com/liveat8/status/1482943836846534663,FALSE,,0,,,,,,,,[],,,,
30,1.4822E+18,1.4822E+18,2022-01-15 09:42:01 Sri Lanka Standard Time,1/15/2022,9:42:01,530,1.2526E+18,hellloerror,404 Error!,,"මධ්‍යම අධිවේගී මාර්ගයේ මීරිගම - කුරුණෑගල කොටස අද පස්වරුවේ විවෘත කරලා ඉවර උනාම   ජ.වි.පෙ ගොබ්බයෝ ටික   ""උත්සවේට කොටි පහක් වියදම් කරා 🤌 දැන් කාගේද මේ සල්ලි රටේ මහජනයගේ සල්ලි අපරාදේ අවුරැදු පහක් කන්න තිබ්බා රටේ මිනිස්සුන්ට බ්ලා බ්ලා....""  පලයන් ගොබ්බයෝ යන්න 😹",si,[],[],[],2,0,6,[],[],https://twitter.com/Hellloerror/status/1482203896260952066,FALSE,,0,,,,,,,,[],,,,
31,1.48188E+18,1.48186E+18,2022-01-14 12:12:47 Sri Lanka Standard Time,1/14/2022,12:12:47,530,1.19515E+18,gayanwinz,gayan perera,,@amilaik 😂😂😂😂😂 මට චන්දේ දුන්නේ. .................. ජනතාව 😂😂😂 වන්චා ප්‍රරොඩා .චන්දේට කොටි නැගිටිනො 😂😂😂 දැන් ජයගමු .😄😄😄😄😄,si,[],[],[],0,0,0,[],[],https://twitter.com/gayanwinz/status/1481879447997345793,FALSE,,0,,,,,,,,"[{'screen_name': 'amilaik', 'name': 'Dr. Amila Kankanamge', 'id': '69895355'}]",,,,
32,1.48187E+18,1.48187E+18,2022-01-14 11:39:10 Sri Lanka Standard Time,1/14/2022,11:39:10,530,1.19515E+18,gayanwinz,gayan perera,,අපි අාන්ඩුව හදන්න කොටි ගනන් වියදමි කරලා ... 1st question who is we?  That danasiri say in here??  Do they pay income tax??? @colombotelegrap @SirasaNews1st @TimesOnlineLK @RajapaksaNamal ..as per danasiri he also in politics so if he n his we spend that much money  where he earn?,en,"[{'screen_name': 'colombotelegrap', 'name': 'colombo telegraph', 'id': '379441463'}, {'screen_name': 'sirasanews1st', 'name': 'sirasa news 1st', 'id': '326938884'}, {'screen_name': 'timesonlinelk', 'name': 'the sunday times (sl)', 'id': '55832090'}, {'screen_name': 'rajapaksanamal', 'name': 'namal rajapaksa', 'id': '1356593833'}]",[],[],0,0,0,[],[],https://twitter.com/gayanwinz/status/1481870989319311360,FALSE,https://twitter.com/KaviSenu/status/1481524508720836611,0,,,,,,,,[],,,,
33,1.48169E+18,1.48169E+18,2022-01-13 23:22:02 Sri Lanka Standard Time,1/13/2022,23:22:02,530,1.16851E+18,wasanth53468261,Wasantha Perera,,"💪 දැන් සැපද කියා අසන අයටයි කියන්නේ , මෙන්න අපි ලබන සැප.  කොටි ඩයස්පෝරාව පිනවන්න රණවිරුවන් දඩයමේ ගිය උන්ව කානුවට බැස්සූ 69 ලක්ශයක් දනන් සතුටුවෙන්නේ මෙහෙමයි.  https://t.co/BWwzrzOJaq",si,[],[],['https://pbs.twimg.com/media/FJABDAvXsAYBPZb.jpg'],2,6,13,[],[],https://twitter.com/Wasanth53468261/status/1481685485261135877,FALSE,,1,https://pbs.twimg.com/media/FJABDAvXsAYBPZb.jpg,,,,,,,[],,,,
34,1.48144E+18,1.48144E+18,2022-01-13 07:21:35 Sri Lanka Standard Time,1/13/2022,7:21:35,530,3189787423,apiwenuwen,Nimak Nomathi - Lanka,,ලෝකයේ ඕනේ තරම් දක්ෂයෝ ඉන්නවා. අපි දන්නවා උදාහරණයක් විදියට #srilanka අවුරුදු 30 වඩා මිලේච්චි තිරිසන් වැඩ කරපු LTTE කොටි සංවිධානයටත් විශාල මිනිස් #Terrorists සංවිධාන ජාලයක් තිබුනා. අවසාන වශයෙන් ඔහුන්ට මරාගෙන මැරෙන ඉතාමත් දක්ෂ සොල්දාදුවෝ හිටියා. එහෙත් ඔහුන් හිටගන්නේ වැරදි පැත්තේ නම්,si,[],[],[],2,1,2,"['srilanka', 'terrorists']",[],https://twitter.com/ApiWenuwen/status/1481443778271535106,FALSE,https://twitter.com/IeaOffice/status/1481334848186982400,0,,,,,,,,[],,,,
35,1.48565E+18,1.48565E+18,2022-01-24 21:52:25 Sri Lanka Standard Time,1/24/2022,21:52:25,530,1.37091E+18,ukussanews,@ukussanews,,කොටි වැළලූ රන් සොයන්න ගිය පී.සී ඇතුළු හතක් මාට්ටු  https://t.co/MlEZP9hGaj #lka #srilanka #news  https://t.co/yKwsYbRykb,si,[],['http://www.ukussanews.com/News.php?san=6289'],['https://pbs.twimg.com/media/FJ4WD_OaAAU1_SH.jpg'],0,0,0,"['lka', 'srilanka', 'news']",[],https://twitter.com/ukussanews/status/1485649197273870336,FALSE,,1,https://pbs.twimg.com/media/FJ4WD_OaAAU1_SH.jpg,,,,,,,[],,,,
36,1.48551E+18,1.48551E+18,2022-01-24 12:44:39 Sri Lanka Standard Time,1/24/2022,12:44:39,530,163797399,gossiplanka,Gossip Lanka News,,සුඛෝපභෝගී විලාසිතා සන්නාමයක් වන Gucci හි ප්‍රචාරණ ව්‍යාපාරයක් සඳහා සැබෑ කොටියන් භාවිතා කිරීම නිසා ගැටලුකාරී තත්වක් ඇතිව තිබේ.   මෙම මස මුලදී ඉතාලි නිර්මාණකරු වකු විසින් Gucci Tiger එකතුව පෙබරවාරි 1 වනදා ආරම්භ වන ‘චීන කොටි වර්ෂය‘ සැමරීම සඳහා දියත් කරන ලදී…  https://t.co/ABNG1RVOy8,si,[],['https://ift.tt/3tTA3YH'],[],0,0,0,[],[],https://twitter.com/gossiplanka/status/1485511347198648321,FALSE,,0,,,,,,,,[],,,,
37,1.4855E+18,1.48523E+18,2022-01-24 11:50:08 Sri Lanka Standard Time,1/24/2022,11:50:08,530,15430622,jingibiris,avatar state,,@7777sevenfours @Athapaththu184 අඩෝ උඹේ ගේ පිටිපස්සෙ කොටි ගැහුවද 🤔😂,si,[],[],[],3,0,1,[],[],https://twitter.com/jingibiris/status/1485497629031108608,FALSE,,0,,,,,,,,"[{'screen_name': '7777sevenfours', 'name': 'sk ss', 'id': '1458686389378109440'}, {'screen_name': 'Athapaththu184', 'name': ""6'7 ඩෑල් එකක්මි"", 'id': '1433295712041701376'}]",,,,
38,1.48548E+18,1.48548E+18,2022-01-24 10:40:00 Sri Lanka Standard Time,1/24/2022,10:40:00,530,1.15171E+18,harigossip,Hari Gossip News,,ලොක්කාගේ බැංකු ගිණුමේ කොටි පහකට මෝඩ යකා කෙලලා  https://t.co/FZog5avUgy,si,[],['https://ift.tt/3fSL2Ju'],[],0,0,0,[],[],https://twitter.com/HariGossip/status/1485479977973960708,FALSE,,0,,,,,,,,[],,,,
39,1.48545E+18,1.48532E+18,2022-01-24 08:51:15 Sri Lanka Standard Time,1/24/2022,8:51:15,530,1.31265E+18,ssirbaddana,ssirbaddana,,@UmeshMoramudali කුමාරස්වාමි කොටි ඒජන්ත,si,[],[],[],0,0,0,[],[],https://twitter.com/ssirbaddana/status/1485452610669015042,FALSE,,0,,,,,,,,"[{'screen_name': 'UmeshMoramudali', 'name': 'Umesh Moramudali', 'id': '421739726'}]",,,,
40,1.48516E+18,1.48492E+18,2022-01-23 13:12:23 Sri Lanka Standard Time,1/23/2022,13:12:23,530,1.34251E+18,iamkeshara,කේෂර® 👨‍🎓🕵️‍♀️,,@SuuTikka එහෙමලු. කූඹි කාලා කොටි මැරුණා කියනවලුනෙ.😂,si,[],[],[],1,0,2,[],[],https://twitter.com/IamKeshara/status/1485155938063777795,FALSE,,0,,,,,,,,"[{'screen_name': 'SuuTikka', 'name': 'Suraj 🎮\uea00', 'id': '2503150696'}]",,,,
41,1.48512E+18,1.48512E+18,2022-01-23 11:04:29 Sri Lanka Standard Time,1/23/2022,11:04:29,530,799677397,duliponline,ආර්. බැද්දගේ,,"මෙච්චරකල් හිතාගෙන හිටියෙ මේ කතාව හදපු එකක් කියල. හමුදාවට ආයුද හිඟවුන කාලෙක ඊලඟ ආයුධ නැව එනකං කඳානෙං අල්ලගත්ත පොන්නයො සෙට්ටෙකක් යැවුවළු ෆ්‍රන්ට් එකට. දවස් ගානකට පස්සෙ සීරුමක්වත් නැතුව පොන්නයො සෙට්ටෙක ආපහු එනවළු ""කවුද කිවුවෙ කොටි නරකයි කියල? හෙටත් එන්න කොටී"" කියාගෙන.",si,[],[],[],10,6,60,[],[],https://twitter.com/duliponline/status/1485123752409309184,FALSE,https://twitter.com/EvilSavior7/status/1484506082651574277,0,,,,,,,,[],,,,
42,1.48448E+18,1.48448E+18,2022-01-21 16:38:27 Sri Lanka Standard Time,1/21/2022,16:38:27,530,1.07399E+18,dulan_is_here,ඩුලාන් 🇱🇰,,"ඔව් , ඒ දිමුත්... කොලඹ කොටි බෝම්බ ගහන කාලෙ කොටුවේ රේල්වෙ ස්ටෙශන් එකෙ බෝම්බෙට අහූනා...😞😥  හරිම හොඳ එකෙක් 😣",si,[],[],[],1,0,10,[],[],https://twitter.com/Dulan_Is_Here/status/1484483022996983808,FALSE,https://twitter.com/_Im_Anjana/status/1484358029999247360,0,,,,,,,,[],,,,
43,1.48376E+18,1.48376E+18,2022-01-19 16:31:25 Sri Lanka Standard Time,1/19/2022,16:31:25,530,1.3135E+18,kanishkatissa,Kanishka Tissa,,කැනඩාව කියනෙ කොටි ගුහාවක්නේ. උන්ට රාජපක්ෂලා අරහං. කොටි හුරතල් කරානම් මේ මොනවත් ප්‍රශ්න නෑ.,si,[],[],[],0,2,3,[],[],https://twitter.com/KanishkaTissa/status/1483756476753940482,FALSE,https://twitter.com/adaderanasin/status/1483737369178214405,0,,,,,,,,[],,,,
44,1.48369E+18,1.48368E+18,2022-01-19 12:04:08 Sri Lanka Standard Time,1/19/2022,12:04:08,530,4695571118,skathriarachc,💙🧚 නිෂාදි 🧚💙🇱🇰,,@sakudbest රිදිගම සෆාරි එකේ අලුත් කොටි පැටියා..අද ඉදන් තමයි මිනිස්සුන්ට බලන්න දෙන්නේ..එකේම හැදිච්ච එක්කෙනෙක්..,si,[],[],[],4,0,2,[],[],https://twitter.com/SKathriarachc/status/1483689214009298945,FALSE,,0,,,,,,,,"[{'screen_name': 'sakudbest', 'name': 'SaKu', 'id': '2265283944'}]",,,,
45,1.48356E+18,1.48356E+18,2022-01-19 03:42:55 Sri Lanka Standard Time,1/19/2022,3:42:55,530,1.16851E+18,wasanth53468261,Wasantha Perera,,💪 මේ ලක්ශ 69න් අංශුමාත්‍රයකී.  අලි කොටි ඔටු ජෙපි නපුංසක සෙට් එක හීනයක හිටියා කියා උන්ටම හිතෙන දිනය ඊලඟට එන චන්දේ දවසේ අපේ හාමුදුරුවනේ!  https://t.co/plLmQckCP0,si,[],[],['https://pbs.twimg.com/media/FJasweZXEAcYvQO.jpg'],0,6,19,[],[],https://twitter.com/Wasanth53468261/status/1483563078629347331,FALSE,,1,https://pbs.twimg.com/media/FJasweZXEAcYvQO.jpg,,,,,,,[],,,,
46,1.48304E+18,1.48304E+18,2022-01-17 17:17:33 Sri Lanka Standard Time,1/17/2022,17:17:33,530,1371911287,asianmirrorsin,Asian Mirror Sinhala,,කඳුකර කොටි සහ හඳුන් දිවියන් නිසා බියෙන් දිවි ගෙවන පිරිසක් (PHOTOS)  https://t.co/eKBlPqvzOz  https://t.co/Y9w1Os1ZV3,si,[],['https://am.lk/local-news/item/67535-mountain-tigers-and-sand-leopards-live-in-fear?utm_source=dlvr.it&utm_medium=twitter'],['https://pbs.twimg.com/media/FJTUCC3VcAAHLtY.jpg'],0,0,0,[],[],https://twitter.com/asianmirrorsin/status/1483043310335770625,FALSE,,1,https://pbs.twimg.com/media/FJTUCC3VcAAHLtY.jpg,,,,,,,[],,,,
47,1.48302E+18,1.48302E+18,2022-01-17 15:31:09 Sri Lanka Standard Time,1/17/2022,15:31:09,530,183904448,adaderanasin,Ada Derana Sinhala,,ගමක් බිය කරන කොටි - CCTV  හැටන් කොටගල කොමර්ෂල් සහ සමගිපුරම් ගම්මානවලට රාත්‍රී කාලයේදී මෙන්ම දිවා කාලයේදීත්  පැමිණෙන කොටියන් සහ හදුන් දිවියන් නිසා ගම්වාසීන් බියෙන් පසුවෙයි. #adaderanasinhala #srilanka #news  වැඩි විස්තර -  https://t.co/5n3wOleZAL  https://t.co/dhWveVeHDb,si,[],['http://ow.ly/hcpf50HvNgS'],['https://pbs.twimg.com/media/FJS7rZwXEAAGtPt.jpg'],0,1,6,"['adaderanasinhala', 'srilanka', 'news']",[],https://twitter.com/adaderanasin/status/1483016532770926595,FALSE,,1,https://pbs.twimg.com/media/FJS7rZwXEAAGtPt.jpg,,,,,,,[],,,,
48,1.48295E+18,1.48295E+18,2022-01-17 10:54:42 Sri Lanka Standard Time,1/17/2022,10:54:42,530,8.30963E+17,sankhaonline,SaNKhA MuDhItHa 🇱🇰,,සමහර මාමලාගෙ සීයලාගෙ ඇතුලු සමස්ත බයියන්ගේ අමරණීය මතකවල  කොල කොටි නැත... සුදුවෑනුත් නැත.. 77 පමණක් ඇත..  #ලකේපංකාවේබයියන්,si,[],[],[],1,0,13,['ලකේපංකාවේබයියන්'],[],https://twitter.com/SankhaOnline/status/1482946961221517317,FALSE,,0,,,,,,,,[],,,,
49,1.48294E+18,1.48294E+18,2022-01-17 10:42:17 Sri Lanka Standard Time,1/17/2022,10:42:17,530,1229405089,liveat8,Live at 8,,කඳුකර කොටි සහ හඳුන් දිවියන් නිසා බියෙන් දිවි ගෙවන පිරිසක්  https://t.co/OJwUNY7um7,si,[],['https://liveat8.lk/%e0%b6%9a%e0%b6%b3%e0%b7%94%e0%b6%9a%e0%b6%bb-%e0%b6%9a%e0%b7%9c%e0%b6%a7%e0%b7%92-%e0%b7%83%e0%b7%84-%e0%b7%84%e0%b6%b3%e0%b7%94%e0%b6%b1%e0%b7%8a-%e0%b6%af%e0%b7%92%e0%b7%80%e0%b7%92%e0%b6%ba/'],[],0,0,1,[],[],https://twitter.com/liveat8/status/1482943836846534663,FALSE,,0,,,,,,,,[],,,,
50,1.47317E+18,1.47316E+18,2021-12-21 11:35:16 Sri Lanka Standard Time,12/21/2021,11:35:16,530,14611672,p0dda,#NAME?,,@hashhotrebz @vishiru වෙලාවට හැබැයි මං ඌට වෙනම මැසේජ් කරේ නැත්නම් මේ පරය මාව රිපෝට් කරනව තියන මලට,si,[],[],[],1,0,2,[],[],https://twitter.com/P0dda/status/1473172701216841730,FALSE,,0,,,,,,,,"[{'screen_name': 'hashhotrebz', 'name': 'Yohan! \uea00', 'id': '2829869809'}, {'screen_name': 'vishiru', 'name': 'V I S H W A', 'id': '186032870'}]",,,,
51,1.46666E+18,1.46666E+18,2021-12-03 11:59:21 Sri Lanka Standard Time,12/3/2021,11:59:21,530,213306799,erangatennakoon,eranga tennakoon,,පාර මැද්දෙ uturn ගහපු පරයෙක් මට කියන වාහනේ ගන්නලු ඌට යන්න. හොල්ලන්නෙ නෑ මන්. පුළුවන්නන් පල පරය.,si,[],[],[],9,2,73,[],[],https://twitter.com/erangatennakoon/status/1466655780036222977,FALSE,,0,,,,,,,,[],,,,
52,1.45367E+18,1.45366E+18,2021-10-28 15:41:30 Sri Lanka Standard Time,10/28/2021,15:41:30,530,3303957607,ijust_thought,🏀 Udara Madushanka 🏍 🇱🇰,,@CalmUrHormones චන්චලාට ගහපු පරය කවුද යකෝ? 😂,si,[],[],[],1,0,0,[],[],https://twitter.com/IJust_Thought/status/1453665720127033347,FALSE,,0,,,,,,,,"[{'screen_name': 'CalmUrHormones', 'name': 'Dr. Auwwa (No-PhD)', 'id': '67485812'}]",,,,
53,1.44899E+18,1.44899E+18,2021-10-15 18:17:20 Sri Lanka Standard Time,10/15/2021,18:17:20,530,2569552316,greatgalle,Farhan Nizamdeen,,ලෝක ප්‍රසිද්ධ බෝනවිස්ටා කොරල් පරය (රූමස්සල විත්ති 03) #lka #SriLanka #Galle   https://t.co/ve7pzmjd6e,si,[],['https://www.galletimes.lk/2021/10/03.html'],[],0,0,4,"['lka', 'srilanka', 'galle']",[],https://twitter.com/greatgalle/status/1448993896541810696,FALSE,,0,,,,,,,,[],,,,
54,1.44348E+18,1.44348E+18,2021-09-30 12:55:29 Sri Lanka Standard Time,9/30/2021,12:55:29,530,3219290929,itnnewslk,ITN News,,ඕස්ට්‍රේලියා මහා බාධක කොරල් පරය ආරක්ෂා කිරීමට විශේෂ තාක්ෂණික ක්‍රමවේදයක් - Read More &gt;&gt;&gt;  https://t.co/177n4ukM2L #LKA #SriLanka  https://t.co/Lna7piOiTs,si,[],['https://www.itnnews.lk/2021/09/30/365998/'],['https://pbs.twimg.com/media/FAhCwgxXIAI6e9h.png'],0,0,0,"['lka', 'srilanka']",[],https://twitter.com/itnnewslk/status/1443477083632582657,FALSE,,1,https://pbs.twimg.com/media/FAhCwgxXIAI6e9h.png,,,,,,,[],,,,
55,1.43977E+18,1.43942E+18,2021-09-20 07:29:19 Sri Lanka Standard Time,9/20/2021,7:29:19,530,1.37576E+18,simpboy5446,simpy,,@GotabayaR @UN පරය රට කාල විනාශ කරලා හිටපන් ඔහෙට වෙලා. රාජපක්ෂ පවුලතම covid හැදෙන්න ඕනේ ❤️,si,[],[],[],0,0,2,[],[],https://twitter.com/simpboy5446/status/1439771120211738625,FALSE,,0,,,,,,,,"[{'screen_name': 'GotabayaR', 'name': 'Gotabaya Rajapaksa', 'id': '3191855185'}, {'screen_name': 'UN', 'name': 'United Nations', 'id': '14159148'}]",,,,
